Site_Name,Cluster_ID,Cluster_Location,Cluster_Location_Time,Cluster_State,Lat,Long,Elevation_mabsl,Site_Comments,Sample_ID,Start_Time_Zone,Collection_Time_Zone,Collection_Date,Year,Season,Month,Sample_Comments,d2H,d18O,d2H_Analytical_SD,d18O_Analytical_SD,WI_Analysis_Source,Project_ID,Modality
Phoenix,26.2,Phoenix,Phoenix_Oct-14,AZ,33.58168,-112.13389,,,2117,,,07-10-14,2014,fall,october,,-99.48,-12.02,,,Tipple,Tipple,multi
Phoenix,26.2,Phoenix,Phoenix_Oct-14,AZ,33.64008,-112.13277,,,2119,,,07-10-14,2014,fall,october,,-100.15,-12.28,,,Tipple,Tipple,multi
Phoenix,26.2,Phoenix,Phoenix_Oct-14,AZ,33.52447,-112.13185,352.062988,,2112,,,07-10-14,2014,fall,october,,-99.32,-12.18,,,Tipple,Tipple,multi
Phoenix,26.2,Phoenix,Phoenix_Oct-14,AZ,33.6104,-112.11997,,,2118,,,07-10-14,2014,fall,october,,-100.24,-12.26,,,Tipple,Tipple,multi
Phoenix,26.2,Phoenix,Phoenix_Oct-14,AZ,33.51004,-112.11656,347.78,,2113,,,07-10-14,2014,fall,october,,-67.47,-8.28,,,Tipple,Tipple,multi
Phoenix,26.2,Phoenix,Phoenix_Oct-14,AZ,33.52375,-112.10889,355.607422,,2114,,,07-10-14,2014,fall,october,,-99.04,-12.31,,,Tipple,Tipple,multi
Phoenix,26.2,Phoenix,Phoenix_Oct-14,AZ,33.53159,-112.10594,352.854492,,2115,,,07-10-14,2014,fall,october,,-98.81,-12.16,,,Tipple,Tipple,multi
Phoenix,26.2,Phoenix,Phoenix_Oct-14,AZ,33.65439,-112.10072,415.574707,,2120,,,07-10-14,2014,fall,october,,-98.52,-11.96,,,Tipple,Tipple,multi
Phoenix,26.2,Phoenix,Phoenix_Oct-14,AZ,33.50796,-112.09961,0,,2138,,,07-10-14,2014,fall,october,,-77.2,-9.14,,,Tipple,Tipple,multi
Phoenix,26.2,Phoenix,Phoenix_Oct-14,AZ,33.50975,-112.08523,334.751465,,2137,,,07-10-14,2014,fall,october,,-74.28,-9.08,,,Tipple,Tipple,multi
Phoenix,26.2,Phoenix,Phoenix_Oct-14,AZ,33.49434,-112.08355,335.239136,,2139,,,07-10-14,2014,fall,october,,-66.09,-7.89,,,Tipple,Tipple,multi
Phoenix,26.2,Phoenix,Phoenix_Oct-14,AZ,33.52442,-112.08269,342.154907,,2136,,,07-10-14,2014,fall,october,,-66.15,-8.08,,,Tipple,Tipple,multi
Phoenix,26.2,Phoenix,Phoenix_Oct-14,AZ,33.64092,-112.06588,415.299316,,2121,,,07-10-14,2014,fall,october,,-99.37,-12.13,,,Tipple,Tipple,multi
Phoenix,26.2,Phoenix,Phoenix_Oct-14,AZ,33.5754,-112.06557,389.024658,,2134,,,07-10-14,2014,fall,october,,-86.92,-10.45,,,Tipple,Tipple,multi
Phoenix,26.2,Phoenix,Phoenix_Oct-14,AZ,33.46536,-112.06537,329.066925,,2141,,,07-10-14,2014,fall,october,,-66.34,-8.16,,,Tipple,Tipple,multi
Phoenix,26.2,Phoenix,Phoenix_Oct-14,AZ,33.4954,-112.06474,,,2140,,,07-10-14,2014,fall,october,,-66.82,-7.98,,,Tipple,Tipple,multi
Phoenix,26.2,Phoenix,Phoenix_Oct-14,AZ,33.60712,-112.06408,,,2133,,,07-10-14,2014,fall,october,,-77.97,-9.46,,,Tipple,Tipple,multi
Phoenix,26.2,Phoenix,Phoenix_Oct-14,AZ,33.53885,-112.06203,,,2135,,,07-10-14,2014,fall,october,,-91.99,-11.3,,,Tipple,Tipple,multi
Phoenix,26.2,Phoenix,Phoenix_Oct-14,AZ,33.47985,-112.04732,340.466278,,2142,,,07-10-14,2014,fall,october,,-66.38,-8.1,,,Tipple,Tipple,multi
Phoenix,26.2,Phoenix,Phoenix_Oct-14,AZ,33.64093,-112.03413,,,2122,,,07-10-14,2014,fall,october,,-99.84,-12.21,,,Tipple,Tipple,multi
Phoenix,26.2,Phoenix,Phoenix_Oct-14,AZ,33.48065,-112.03056,,,2143,,,07-10-14,2014,fall,october,,-66.17,-7.9,,,Tipple,Tipple,multi
Phoenix,26.2,Phoenix,Phoenix_Oct-14,AZ,33.49454,-112.02974,354.334076,,2144,,,07-10-14,2014,fall,october,,-65.16,-7.61,,,Tipple,Tipple,multi
Phoenix,26.2,Phoenix,Phoenix_Oct-14,AZ,33.5112,-112.02853,373.483124,,2145,,,07-10-14,2014,fall,october,,-65.95,-8.15,,,Tipple,Tipple,multi
Phoenix,26.2,Phoenix,Phoenix_Oct-14,AZ,33.59916,-112.00749,,,2132,,,07-10-14,2014,fall,october,,-99.35,-12.64,,,Tipple,Tipple,multi
Phoenix,26.2,Phoenix,Phoenix_Oct-14,AZ,33.64051,-111.99534,450.713989,,2123,,,07-10-14,2014,fall,october,,-99.86,-12.25,,,Tipple,Tipple,multi
Phoenix,26.2,Phoenix,Phoenix_Oct-14,AZ,33.50943,-111.9874,390.600189,,2146,,,07-10-14,2014,fall,october,,-63.57,-7.8,,,Tipple,Tipple,multi
Phoenix,26.2,Phoenix,Phoenix_Oct-14,AZ,33.48054,-111.98547,,,2147,,,07-10-14,2014,fall,october,,-65.22,-7.8,,,Tipple,Tipple,multi
Phoenix,26.2,Phoenix,Phoenix_Oct-14,AZ,33.59919,-111.98484,,,2131,,,07-10-14,2014,fall,october,,-99.73,-12.19,,,Tipple,Tipple,multi
Phoenix,26.2,Phoenix,Phoenix_Oct-14,AZ,33.64108,-111.97579,,,2124,,,07-10-14,2014,fall,october,,-99.77,-12.2,,,Tipple,Tipple,multi
Scottsdale,26.2,Phoenix,Phoenix_Oct-14,AZ,33.60495,-111.96017,424.144775,,2130,,,07-10-14,2014,fall,october,,-99.83,-12.4,,,Tipple,Tipple,multi
Scottsdale,26.2,Phoenix,Phoenix_Oct-14,AZ,33.58452,-111.9253,,,2129,,,07-10-14,2014,fall,october,,-96.01,-11.95,,,Tipple,Tipple,multi
Scottsdale,26.2,Phoenix,Phoenix_Oct-14,AZ,33.63611,-111.9199,462.67688,,2125,,,07-10-14,2014,fall,october,,-95.81,-11.87,,,Tipple,Tipple,multi
Scottsdale,26.2,Phoenix,Phoenix_Oct-14,AZ,33.62914,-111.89242,454.610168,,2126,,,07-10-14,2014,fall,october,,-95.87,-12.16,,,Tipple,Tipple,multi
Scottsdale,26.2,Phoenix,Phoenix_Oct-14,AZ,33.58172,-111.88161,,,2128,,,07-10-14,2014,fall,october,,-96.08,-11.85,,,Tipple,Tipple,multi
Scottsdale,26.2,Phoenix,Phoenix_Oct-14,AZ,33.589,-111.83523,,,2127,,,07-10-14,2014,fall,october,,-95.14,-11.51,,,Tipple,Tipple,multi
Chandler,26.2,Phoenix,Phoenix_Oct-14,AZ,33.30608,-111.94507,,,2203,,,08-10-14,2014,fall,october,,-70,-9.3,,,Tipple,Tipple,multi
Scottsdale,26.2,Phoenix,Phoenix_Oct-14,AZ,33.4853,-111.92451,383.108978,,2148,,,08-10-14,2014,fall,october,,-66.6,-8.36,,,Tipple,Tipple,multi
Scottsdale,26.2,Phoenix,Phoenix_Oct-14,AZ,33.52171,-111.90829,,,2150,,,08-10-14,2014,fall,october,,-71.38,-8.31,,,Tipple,Tipple,multi
Scottsdale,26.2,Phoenix,Phoenix_Oct-14,AZ,33.49617,-111.90767,,,2149,,,08-10-14,2014,fall,october,,-67.39,-8.4,,,Tipple,Tipple,multi
Scottsdale,26.2,Phoenix,Phoenix_Oct-14,AZ,33.53748,-111.90691,,,2151,,,08-10-14,2014,fall,october,,-96.49,-11.8,,,Tipple,Tipple,multi
Scottsdale,26.2,Phoenix,Phoenix_Oct-14,AZ,33.54367,-111.90528,,,2152,,,08-10-14,2014,fall,october,,-96.36,-11.97,,,Tipple,Tipple,multi
Chandler,26.2,Phoenix,Phoenix_Oct-14,AZ,33.30692,-111.88753,,,2202,,,08-10-14,2014,fall,october,,-70.75,-8.71,,,Tipple,Tipple,multi
Chandler,26.2,Phoenix,Phoenix_Oct-14,AZ,33.30449,-111.86316,,,2201,,,08-10-14,2014,fall,october,,-68.11,-8.82,,,Tipple,Tipple,multi
Chandler,26.2,Phoenix,Phoenix_Oct-14,AZ,33.25944,-111.85772,,,2194,,,08-10-14,2014,fall,october,,-69.22,-8.63,,,Tipple,Tipple,multi
Chandler,26.2,Phoenix,Phoenix_Oct-14,AZ,33.30684,-111.8231,373.106293,,2200,,,08-10-14,2014,fall,october,,-68.29,-8.86,,,Tipple,Tipple,multi
Chandler,26.2,Phoenix,Phoenix_Oct-14,AZ,33.2603,-111.7903,,,2192,,,08-10-14,2014,fall,october,,-86.91,-10.94,,,Tipple,Tipple,multi
Gilbert,26.2,Phoenix,Phoenix_Oct-14,AZ,33.30545,-111.78919,384.824554,,2199,,,08-10-14,2014,fall,october,,-79.77,-9.04,,,Tipple,Tipple,multi
Unincorporated Phoenix Area,26.2,Phoenix,Phoenix_Oct-14,AZ,33.02811,-111.77086,,,2193,,,08-10-14,2014,fall,october,,-60.73,-7.97,,,Tipple,Tipple,multi
Fountain Hills,26.2,Phoenix,Phoenix_Oct-14,AZ,33.578,-111.76016,570.313049,,2153,,,08-10-14,2014,fall,october,,-99.97,-12.34,,,Tipple,Tipple,multi
Gilbert,26.2,Phoenix,Phoenix_Oct-14,AZ,33.30734,-111.7562,378.753876,,2198,,,08-10-14,2014,fall,october,,-69.59,-9.01,,,Tipple,Tipple,multi
Gilbert,26.2,Phoenix,Phoenix_Oct-14,AZ,33.28301,-111.75614,,,2196,,,08-10-14,2014,fall,october,,-65.89,-8.76,,,Tipple,Tipple,multi
Gilbert,26.2,Phoenix,Phoenix_Oct-14,AZ,33.26107,-111.75594,,,2195,,,08-10-14,2014,fall,october,,-96.48,-12.1,,,Tipple,Tipple,multi
Gilbert,26.2,Phoenix,Phoenix_Oct-14,AZ,33.29723,-111.75548,384.361969,,2197,,,08-10-14,2014,fall,october,,-63.72,-8.37,,,Tipple,Tipple,multi
Casa Grande,26.2,Phoenix,Phoenix_Oct-14,AZ,32.95798,-111.75501,442.747437,,2191,,,08-10-14,2014,fall,october,,-59.22,-8.13,,,Tipple,Tipple,multi
Fountain Hills,26.2,Phoenix,Phoenix_Oct-14,AZ,33.57388,-111.7137,,,2155,,,08-10-14,2014,fall,october,,-98.98,-12.3,,,Tipple,Tipple,multi
Fountain Hills,26.2,Phoenix,Phoenix_Oct-14,AZ,33.59382,-111.70666,,,2154,,,08-10-14,2014,fall,october,,-102.27,-12.79,,,Tipple,Tipple,multi
Mesa,26.2,Phoenix,Phoenix_Oct-14,AZ,33.48125,-111.68471,,,2162,,,08-10-14,2014,fall,october,,-97.81,-12.1,,,Tipple,Tipple,multi
Casa Grande,26.2,Phoenix,Phoenix_Oct-14,AZ,32.8803,-111.68333,,,2190,,,08-10-14,2014,fall,october,,-57.37,-7.44,,,Tipple,Tipple,multi
Fort McDowell,26.2,Phoenix,Phoenix_Oct-14,AZ,33.57911,-111.67809,411.38385,,2156,,,08-10-14,2014,fall,october,,-63.93,-8.84,,,Tipple,Tipple,multi
Eloy,26.2,Phoenix,Phoenix_Oct-14,AZ,32.81336,-111.67141,450.194946,,2189,,,08-10-14,2014,fall,october,,-60.12,-8.44,,,Tipple,Tipple,multi
Queen Creek,26.2,Phoenix,Phoenix_Oct-14,AZ,33.25369,-111.63607,417.168945,,2178,,,08-10-14,2014,fall,october,,-61.89,-8.45,,,Tipple,Tipple,multi
Mesa,26.2,Phoenix,Phoenix_Oct-14,AZ,33.43644,-111.63201,491.544861,,2165,,,08-10-14,2014,fall,october,,-99.26,-11.96,,,Tipple,Tipple,multi
Mesa,26.2,Phoenix,Phoenix_Oct-14,AZ,33.40697,-111.63167,,,2166,,,08-10-14,2014,fall,october,,-97.93,-11.51,,,Tipple,Tipple,multi
Queen Creek,26.2,Phoenix,Phoenix_Oct-14,AZ,33.24918,-111.62393,,,2177,,,08-10-14,2014,fall,october,,-64.58,-8.69,,,Tipple,Tipple,multi
Mesa,26.2,Phoenix,Phoenix_Oct-14,AZ,33.48111,-111.62056,612.092163,,2163,,,08-10-14,2014,fall,october,,-96.23,-11.68,,,Tipple,Tipple,multi
Mesa,26.2,Phoenix,Phoenix_Oct-14,AZ,33.48111,-111.62056,612.092163,,2164,,,08-10-14,2014,fall,october,,-47.62,-6.32,,,Tipple,Tipple,multi
Mesa,26.2,Phoenix,Phoenix_Oct-14,AZ,33.40312,-111.6137,473.305298,,2167,,,08-10-14,2014,fall,october,,-98.04,-11.97,,,Tipple,Tipple,multi
Unincorporated Phoenix Area,26.2,Phoenix,Phoenix_Oct-14,AZ,33.18992,-111.60034,,,2179,,,08-10-14,2014,fall,october,,-63.38,-8.12,,,Tipple,Tipple,multi
Mesa,26.2,Phoenix,Phoenix_Oct-14,AZ,33.39389,-111.59955,465.070923,,2168,,,08-10-14,2014,fall,october,,-98.02,-12.02,,,Tipple,Tipple,multi
Apache Junction,26.2,Phoenix,Phoenix_Oct-14,AZ,33.41594,-111.59845,481.578491,,2169,,,08-10-14,2014,fall,october,,-66.81,-9.55,,,Tipple,Tipple,multi
Apache Junction,26.2,Phoenix,Phoenix_Oct-14,AZ,33.41426,-111.57179,,,2174,,,08-10-14,2014,fall,october,,-85.33,-10.99,,,Tipple,Tipple,multi
Queen Creek,26.2,Phoenix,Phoenix_Oct-14,AZ,33.25056,-111.56405,,,2176,,,08-10-14,2014,fall,october,,-64.22,-8.77,,,Tipple,Tipple,multi
Apache Junction,26.2,Phoenix,Phoenix_Oct-14,AZ,33.39288,-111.56367,,,2175,,,08-10-14,2014,fall,october,,-70.36,-9.6,,,Tipple,Tipple,multi
Queen Creek,26.2,Phoenix,Phoenix_Oct-14,AZ,33.16077,-111.56103,472.324829,,2180,,,08-10-14,2014,fall,october,,-65.81,-7.96,,,Tipple,Tipple,multi
Eloy,26.2,Phoenix,Phoenix_Oct-14,AZ,32.75993,-111.55495,471.993652,,2187,,,08-10-14,2014,fall,october,,-64.49,-9.16,,,Tipple,Tipple,multi
Eloy,26.2,Phoenix,Phoenix_Oct-14,AZ,32.75446,-111.55484,471.1073,,2188,,,08-10-14,2014,fall,october,,-62.14,-8.63,,,Tipple,Tipple,multi
Apache Junction,26.2,Phoenix,Phoenix_Oct-14,AZ,33.41555,-111.55152,,,2173,,,08-10-14,2014,fall,october,,-66.72,-9.28,,,Tipple,Tipple,multi
Apache Junction,26.2,Phoenix,Phoenix_Oct-14,AZ,33.42333,-111.54535,528.196899,,2172,,,08-10-14,2014,fall,october,,-67.06,-9.51,,,Tipple,Tipple,multi
Apache Junction,26.2,Phoenix,Phoenix_Oct-14,AZ,33.44092,-111.5426,553.102539,,2170,,,08-10-14,2014,fall,october,,-67.96,-9.29,,,Tipple,Tipple,multi
Apache Junction,26.2,Phoenix,Phoenix_Oct-14,AZ,33.44092,-111.5426,553.102539,,2171,,,08-10-14,2014,fall,october,,-92.54,-11.26,,,Tipple,Tipple,multi
Coolidge,26.2,Phoenix,Phoenix_Oct-14,AZ,32.99537,-111.53667,,,2184,,,08-10-14,2014,fall,october,,-66.25,-8.58,,,Tipple,Tipple,multi
Coolidge,26.2,Phoenix,Phoenix_Oct-14,AZ,32.9862,-111.52455,,,2186,,,08-10-14,2014,fall,october,,-67.13,-8.96,,,Tipple,Tipple,multi
Coolidge,26.2,Phoenix,Phoenix_Oct-14,AZ,32.99876,-111.52307,,,2185,,,08-10-14,2014,fall,october,,-65.83,-8.62,,,Tipple,Tipple,multi
Florence,26.2,Phoenix,Phoenix_Oct-14,AZ,33.06317,-111.48534,,,2181,,,08-10-14,2014,fall,october,,-65.38,-8.24,,,Tipple,Tipple,multi
Florence,26.2,Phoenix,Phoenix_Oct-14,AZ,33.03417,-111.38677,,,2183,,,08-10-14,2014,fall,october,,-68.17,-9.03,,,Tipple,Tipple,multi
Florence,26.2,Phoenix,Phoenix_Oct-14,AZ,33.0386,-111.37868,,,2182,,,08-10-14,2014,fall,october,,-64.8,-8.89,,,Tipple,Tipple,multi
Phoenix,26.2,Phoenix,Phoenix_Oct-14,AZ,33.3788,-112.16898,,,2230,,,09-10-14,2014,fall,october,,-68.07,-7.98,,,Tipple,Tipple,multi
Phoenix,26.2,Phoenix,Phoenix_Oct-14,AZ,33.37474,-112.14044,325.754425,,2231,,,09-10-14,2014,fall,october,,-72.45,-8.91,,,Tipple,Tipple,multi
Phoenix,26.2,Phoenix,Phoenix_Oct-14,AZ,33.40724,-112.13409,,,2228,,,09-10-14,2014,fall,october,,-66.76,-7.94,,,Tipple,Tipple,multi
Phoenix,26.2,Phoenix,Phoenix_Oct-14,AZ,33.40724,-112.13409,,,2229,,,09-10-14,2014,fall,october,,-68.04,-8.2,,,Tipple,Tipple,multi
Phoenix,26.2,Phoenix,Phoenix_Oct-14,AZ,33.79901,-112.12762,518.076965,,2245,,,09-10-14,2014,fall,october,,-93.38,-11.15,,,Tipple,Tipple,multi
Phoenix,26.2,Phoenix,Phoenix_Oct-14,AZ,33.37853,-112.10193,343.527679,,2232,,,09-10-14,2014,fall,october,,-65.47,-8.11,,,Tipple,Tipple,multi
Phoenix,26.2,Phoenix,Phoenix_Oct-14,AZ,33.40702,-112.09912,322.145111,,2227,,,09-10-14,2014,fall,october,,-67.4,-8.19,,,Tipple,Tipple,multi
Phoenix,26.2,Phoenix,Phoenix_Oct-14,AZ,33.40646,-112.07418,324.763641,,2226,,,09-10-14,2014,fall,october,,-71.17,-8.7,,,Tipple,Tipple,multi
Phoenix,26.2,Phoenix,Phoenix_Oct-14,AZ,33.3772,-112.0667,,,2233,,,09-10-14,2014,fall,october,,-64.67,-7.77,,,Tipple,Tipple,multi
Phoenix,26.2,Phoenix,Phoenix_Oct-14,AZ,33.40727,-112.04739,333.64566,,2225,,,09-10-14,2014,fall,october,,-68.3,-8.07,,,Tipple,Tipple,multi
Phoenix,26.2,Phoenix,Phoenix_Oct-14,AZ,33.37862,-112.02892,,,2234,,,09-10-14,2014,fall,october,,-64.72,-8,,,Tipple,Tipple,multi
Phoenix,26.2,Phoenix,Phoenix_Oct-14,AZ,33.40789,-111.9947,,,2224,,,09-10-14,2014,fall,october,,-66.66,-8.11,,,Tipple,Tipple,multi
Phoenix,26.2,Phoenix,Phoenix_Oct-14,AZ,33.39265,-111.97893,354.557343,,2235,,,09-10-14,2014,fall,october,,-66.48,-8.45,,,Tipple,Tipple,multi
Phoenix,26.2,Phoenix,Phoenix_Oct-14,AZ,33.35022,-111.97355,389.357635,,2204,,,09-10-14,2014,fall,october,,-65.47,-7.7,,,Tipple,Tipple,multi
Tempe,26.2,Phoenix,Phoenix_Oct-14,AZ,33.34864,-111.9638,381.114349,,2205,,,09-10-14,2014,fall,october,,-67.7,-8.65,,,Tipple,Tipple,multi
Tempe,26.2,Phoenix,Phoenix_Oct-14,AZ,33.40762,-111.95279,,,2223,,,09-10-14,2014,fall,october,,-66.94,-7.51,,,Tipple,Tipple,multi
Tempe,26.2,Phoenix,Phoenix_Oct-14,AZ,33.33393,-111.9451,,,2206,,,09-10-14,2014,fall,october,,-65.98,-8.67,,,Tipple,Tipple,multi
Tempe,26.2,Phoenix,Phoenix_Oct-14,AZ,33.39391,-111.92552,,,2222,,,09-10-14,2014,fall,october,,-68.78,-8.61,,,Tipple,Tipple,multi
Tempe,26.2,Phoenix,Phoenix_Oct-14,AZ,33.37899,-111.92335,,,2221,,,09-10-14,2014,fall,october,,-69.26,-9.01,,,Tipple,Tipple,multi
Tempe,26.2,Phoenix,Phoenix_Oct-14,AZ,33.33391,-111.9122,,,2207,,,09-10-14,2014,fall,october,,-70.27,-9.05,,,Tipple,Tipple,multi
Tempe,26.2,Phoenix,Phoenix_Oct-14,AZ,33.37881,-111.90761,366.311676,,2220,,,09-10-14,2014,fall,october,,-69.18,-8.7,,,Tipple,Tipple,multi
Scottsdale,26.2,Phoenix,Phoenix_Oct-14,AZ,33.46636,-111.90113,,,2244,,,09-10-14,2014,fall,october,,-65.81,-8.22,,,Tipple,Tipple,multi
Mesa,26.2,Phoenix,Phoenix_Oct-14,AZ,33.40701,-111.88145,,,2236,,,09-10-14,2014,fall,october,,-59.8,-7.43,,,Tipple,Tipple,multi
Chandler,26.2,Phoenix,Phoenix_Oct-14,AZ,33.33477,-111.87562,,,2208,,,09-10-14,2014,fall,october,,-69.07,-9.21,,,Tipple,Tipple,multi
Mesa,26.2,Phoenix,Phoenix_Oct-14,AZ,33.36613,-111.85847,,,2219,,,09-10-14,2014,fall,october,,-58.63,-7.5,,,Tipple,Tipple,multi
Chandler,26.2,Phoenix,Phoenix_Oct-14,AZ,33.33459,-111.84129,,,2209,,,09-10-14,2014,fall,october,,-68.29,-9.15,,,Tipple,Tipple,multi
Mesa,26.2,Phoenix,Phoenix_Oct-14,AZ,33.41711,-111.81901,,,2237,,,09-10-14,2014,fall,october,,-59.72,-7.36,,,Tipple,Tipple,multi
Gilbert,26.2,Phoenix,Phoenix_Oct-14,AZ,33.33467,-111.80772,,,2210,,,09-10-14,2014,fall,october,,-71.95,-9.46,,,Tipple,Tipple,multi
Gilbert,26.2,Phoenix,Phoenix_Oct-14,AZ,33.3649,-111.80636,,,2218,,,09-10-14,2014,fall,october,,-65.99,-8.61,,,Tipple,Tipple,multi
Gilbert,26.2,Phoenix,Phoenix_Oct-14,AZ,33.33502,-111.77219,,,2211,,,09-10-14,2014,fall,october,,-70.11,-8.99,,,Tipple,Tipple,multi
Mesa,26.2,Phoenix,Phoenix_Oct-14,AZ,33.42345,-111.7721,386.342133,,2238,,,09-10-14,2014,fall,october,,-61.07,-7.95,,,Tipple,Tipple,multi
Gilbert,26.2,Phoenix,Phoenix_Oct-14,AZ,33.36536,-111.7553,,,2217,,,09-10-14,2014,fall,october,,-65.81,-8.71,,,Tipple,Tipple,multi
Mesa,26.2,Phoenix,Phoenix_Oct-14,AZ,33.41577,-111.7541,,,2239,,,09-10-14,2014,fall,october,,-58.79,-7.52,,,Tipple,Tipple,multi
Gilbert,26.2,Phoenix,Phoenix_Oct-14,AZ,33.32778,-111.74189,391.335236,,2212,,,09-10-14,2014,fall,october,,-87.95,-11.26,,,Tipple,Tipple,multi
Mesa,26.2,Phoenix,Phoenix_Oct-14,AZ,33.41523,-111.73831,,,2240,,,09-10-14,2014,fall,october,,-60.17,-7.42,,,Tipple,Tipple,multi
Mesa,26.2,Phoenix,Phoenix_Oct-14,AZ,33.41603,-111.73479,,,2241,,,09-10-14,2014,fall,october,,-68.03,-8.44,,,Tipple,Tipple,multi
Gilbert,26.2,Phoenix,Phoenix_Oct-14,AZ,33.3653,-111.72266,394.515228,,2216,,,09-10-14,2014,fall,october,,-64.75,-8.57,,,Tipple,Tipple,multi
Gilbert,26.2,Phoenix,Phoenix_Oct-14,AZ,33.33441,-111.72218,396.902496,,2213,,,09-10-14,2014,fall,october,,-68.91,-9.64,,,Tipple,Tipple,multi
Mesa,26.2,Phoenix,Phoenix_Oct-14,AZ,33.41516,-111.70261,421.175385,,2242,,,09-10-14,2014,fall,october,,-98.3,-11.71,,,Tipple,Tipple,multi
Mesa,26.2,Phoenix,Phoenix_Oct-14,AZ,33.45142,-111.70115,446.485931,,2243,,,09-10-14,2014,fall,october,,-98.67,-12.3,,,Tipple,Tipple,multi
Mesa,26.2,Phoenix,Phoenix_Oct-14,AZ,33.36661,-111.6874,0,,2215,,,09-10-14,2014,fall,october,,-96.98,-12.06,,,Tipple,Tipple,multi
Mesa,26.2,Phoenix,Phoenix_Oct-14,AZ,33.33681,-111.68668,413.352325,,2214,,,09-10-14,2014,fall,october,,-98.49,-12.19,,,Tipple,Tipple,multi
Campbell,25.4,San_Francisco,San_Francisco_Nov-14,CA,37.26668,-121.94114,72.796005,,1259,,,06-11-14,2014,fall,november,,-43.57,-5.05,,,Tipple,Tipple,multi
San Jose,25.4,San_Francisco,San_Francisco_Nov-14,CA,37.27549,-121.86531,,,1258,,,06-11-14,2014,fall,november,,-45.04,-6.34,,,Tipple,Tipple,multi
Campbell,25.4,San_Francisco,San_Francisco_Nov-14,CA,37.28367,-121.95885,0,,1260,,,06-11-14,2014,fall,november,,-51.19,-7.06,,,Tipple,Tipple,multi
Santa Clara,25.4,San_Francisco,San_Francisco_Nov-14,CA,37.32354,-121.96904,0,,1261,,,06-11-14,2014,fall,november,,-50.38,-7.17,,,Tipple,Tipple,multi
San Jose,25.4,San_Francisco,San_Francisco_Nov-14,CA,37.33276,-121.88473,,,1257,,,06-11-14,2014,fall,november,,-44.87,-6.39,,,Tipple,Tipple,multi
San Jose,25.4,San_Francisco,San_Francisco_Nov-14,CA,37.34886,-121.8652,,,1256,,,06-11-14,2014,fall,november,,-44.86,-6.49,,,Tipple,Tipple,multi
Santa Clara,25.4,San_Francisco,San_Francisco_Nov-14,CA,37.35188,-121.95874,,,1263,,,06-11-14,2014,fall,november,,-46.85,-6.92,,,Tipple,Tipple,multi
San Jose,25.4,San_Francisco,San_Francisco_Nov-14,CA,37.35683,-121.93658,,,1262,,,06-11-14,2014,fall,november,,-48.64,-7.01,,,Tipple,Tipple,multi
Sunnyvale,25.4,San_Francisco,San_Francisco_Nov-14,CA,37.36315,-122.02711,,,1264,,,06-11-14,2014,fall,november,,-54.79,-7.04,,,Tipple,Tipple,multi
Sunnyvale,25.4,San_Francisco,San_Francisco_Nov-14,CA,37.37377,-122.05469,,,1265,,,06-11-14,2014,fall,november,,-91.94,-12.2,,,Tipple,Tipple,multi
San Jose,25.4,San_Francisco,San_Francisco_Nov-14,CA,37.38721,-121.86045,,,1255,,,06-11-14,2014,fall,november,,-43.84,-5,,,Tipple,Tipple,multi
Mountain View,25.4,San_Francisco,San_Francisco_Nov-14,CA,37.39162,-122.09651,,,1266,,,06-11-14,2014,fall,november,,-84.49,-11.52,,,Tipple,Tipple,multi
Milpitas,25.4,San_Francisco,San_Francisco_Nov-14,CA,37.42715,-121.92174,,,1254,,,06-11-14,2014,fall,november,,-59.12,-7.42,,,Tipple,Tipple,multi
Fremont,25.4,San_Francisco,San_Francisco_Nov-14,CA,37.49104,-121.9492,,,1253,,,06-11-14,2014,fall,november,,-80.55,-10.73,,,Tipple,Tipple,multi
Newark,25.4,San_Francisco,San_Francisco_Nov-14,CA,37.51966,-122.00866,,,1252,,,06-11-14,2014,fall,november,,-46.44,-6.32,,,Tipple,Tipple,multi
Newark,25.4,San_Francisco,San_Francisco_Nov-14,CA,37.54936,-122.04623,,,1251,,,06-11-14,2014,fall,november,,-48.83,-6.69,,,Tipple,Tipple,multi
Union City,25.4,San_Francisco,San_Francisco_Nov-14,CA,37.58347,-122.07673,0,,1250,,,06-11-14,2014,fall,november,,-72.87,-9.68,,,Tipple,Tipple,multi
Hayward,25.4,San_Francisco,San_Francisco_Nov-14,CA,37.63418,-122.07929,,,1249,,,06-11-14,2014,fall,november,,-99.8,-13.38,,,Tipple,Tipple,multi
Hayward,25.4,San_Francisco,San_Francisco_Nov-14,CA,37.66126,-122.09547,0,,1248,,,06-11-14,2014,fall,november,,-99.72,-13.39,,,Tipple,Tipple,multi
Hayward,25.4,San_Francisco,San_Francisco_Nov-14,CA,37.67003,-122.08352,,,1247,,,06-11-14,2014,fall,november,,-99.66,-13.36,,,Tipple,Tipple,multi
San Lorenzo,25.4,San_Francisco,San_Francisco_Nov-14,CA,37.68063,-122.12635,,,1243,,,06-11-14,2014,fall,november,,-53.11,-6.64,,,Tipple,Tipple,multi
San Leandro,25.4,San_Francisco,San_Francisco_Nov-14,CA,37.6914,-122.1532,,,1242,,,06-11-14,2014,fall,november,,-39.26,-4.59,,,Tipple,Tipple,multi
